Transaktionscode,Erstellt,Aktualisiert,Betrag EUR,Währung,DR/CR,Transaktionstyp,Status,E-Mail Gegenpartei,Name Gegenpartei,Konto Gegenpartei,Land,Eltern-TX,Artikelbezeichnung,Betreff,Hinweise,Rechnungsnr.,Rechnungsadresse,Lieferadresse,Zahlungsquelle,IP-Adresse,Umleitungs-URL,is_streaming_payment
RY6Q2M8OF7MQADW9U,19.02.2023 01:13,19.02.2023 01:13,614.81,EUR,CR,Goods and Services,Completed,daniel19@gmx.de,Daniel Müller,2030893357588740303,ES,PARENT,,Order,,,,,PayPal Balance,176.108.241.18,,0
QGBPADUSQB00G9E07,02.08.2024 00:31,02.08.2024 00:31,139.54,EUR,DR,Goods and Services,Completed,paul37@amazon.de,Paul Klein,2101124902199927695,DE,PARENT,Headphones,Order,,,,,PayPal Balance,8.168.232.68,,0
NB5X69PHWN8DDINZ2,18.04.2024 11:08,18.04.2024 11:08,154.86,EUR,CR,Goods and Services,Completed,sarah56@gmx.de,Sarah Klein,2141756913055628631,AT,PARENT,Subscription,Purchase,,,,,Bank Transfer,61.90.143.247,https://shop.example.com,0
YGQAOP377284JC755,28.05.2023 21:40,28.05.2023 21:40,118.97,EUR,DR,Online Transfer,Completed,mila41@spotify.com,Mila Wolf,2157309687752059381,FR,PARENT,Online Order,Payment,,,,,Credit Card,220.217.70.203,,0
B9DSSRKFI53LLP0NF,29.03.2023 12:16,29.03.2023 12:16,129.98,EUR,CR,Online Transfer,Completed,mila75@spotify.com,Mila Becker,2025041639963352791,NL,PARENT,Subscription,Order,,,,,Credit Card,111.216.65.155,,0
XDEYW1TCFI4PLMVK5,26.01.2023 00:54,26.01.2023 00:54,84.72,EUR,CR,Mobile Payment-Personal,Completed,sophie23@web.de,Sophie Weber,2018669512980764426,ES,PARENT,Subscription,Purchase,,,,,Credit Card,71.151.206.108,https://shop.example.com,0
D3NH0C0IBZBW8P3IF,24.05.2023 05:13,24.05.2023 05:13,108.7,EUR,DR,Online Transfer,Completed,lukas45@gmail.com,Lukas Wolf,2058405778745645610,AT,PARENT,Headphones,Invoice,,,,,PayPal Balance,179.52.27.153,https://shop.example.com,0
I1RD31TB0515F9MZ9,20.01.2023 05:35,20.01.2023 05:35,356.79,EUR,CR,Goods and Services,Completed,laura5@outlook.com,Laura Müller,2146226979350588129,NL,PARENT,Electronics,Order,,,,,PayPal Balance,149.166.73.217,,0
ITZA7UY4SAEQ1ZQ8D,25.06.2023 11:05,25.06.2023 11:05,307.88,EUR,CR,Goods and Services,Completed,mila2@gmail.com,Mila Schulz,2198953732316218397,ES,PARENT,Electronics,Purchase,,,,,PayPal Balance,200.158.121.250,,0
TR4B5UD6GKA0T2Q8B,13.07.2024 12:40,13.07.2024 12:40,13.38,EUR,CR,Goods and Services,Completed,jonas82@web.de,Jonas Fischer,2074044414346768145,IT,PARENT,Electronics,Order,,,,,Bank Transfer,50.205.197.35,https://shop.example.com,0
YNMQOQOPYCWEU97Z7,25.02.2023 09:59,25.02.2023 09:59,34.4,EUR,CR,Online Transfer,Completed,lukas51@gmail.com,Lukas Weber,2092768115701954374,DE,PARENT,Electronics,,,,,,Credit Card,30.215.105.230,https://shop.example.com,0
16F4ZZW5UK4SHA60V,13.11.2023 21:10,13.11.2023 21:10,68.05,EUR,CR,Goods and Services,Completed,jonas2@gmx.de,Jonas Wolf,2004459004183275930,NL,PARENT,Headphones,,,,,,PayPal Balance,12.38.26.95,,0
Y75ITDL35JRJ9R3VP,28.02.2024 12:15,28.02.2024 12:15,255.2,EUR,CR,Goods and Services,Completed,lukas50@gmx.de,Lukas Becker,2136176934541280891,AT,PARENT,Online Order,Invoice,,,,,Credit Card,87.83.191.196,,0
INUSMJN7BYVF0AKK1,18.12.2024 12:23,18.12.2024 12:23,312.49,EUR,DR,Goods and Services,Completed,anna58@paypal.com,Anna Weber,2080757427272565022,FR,PARENT,Headphones,Invoice,,,,,Bank Transfer,120.37.10.92,https://shop.example.com,0
1R91R0HRLIAGP34SL,06.11.2024 12:34,06.11.2024 12:34,222.62,EUR,DR,Goods and Services,Completed,anna65@amazon.de,Anna Müller,2052189267190203864,FR,PARENT,Electronics,Purchase,,,,,PayPal Balance,42.145.45.86,https://shop.example.com,0
QPEQ6YF84Z7HT7RYM,28.09.2023 18:57,28.09.2023 18:57,47.42,EUR,CR,Goods and Services,Completed,lukas58@spotify.com,Lukas Schulz,2124295711573242666,IT,PARENT,Subscription,Order,,,,,Credit Card,214.122.156.14,https://shop.example.com,0
CMNIA2Y7VFHPD6VQ8,26.07.2024 21:46,26.07.2024 21:46,86.17,EUR,CR,Goods and Services,Completed,paul67@gmx.de,Paul Müller,2055297589321664986,IT,PARENT,Online Order,Invoice,,,,,Credit Card,189.83.106.116,https://shop.example.com,0
4V5I2J4R40E0GZGXR,08.05.2024 16:56,08.05.2024 16:56,190.53,EUR,CR,Goods and Services,Completed,mila64@outlook.com,Mila Schulz,2021620525041627469,FR,PARENT,Online Order,Payment,,,,,Bank Transfer,167.228.126.110,,0
EJTUIN748AV3G6099,18.08.2023 13:01,18.08.2023 13:01,110.02,EUR,CR,Online Transfer,Completed,mila38@amazon.de,Mila Schmidt,2053145277923709513,IT,PARENT,,Purchase,,,,,Bank Transfer,69.127.213.20,https://shop.example.com,0
7Q25Y7KHG4G7NIE3F,29.01.2023 03:31,29.01.2023 03:31,98.25,EUR,DR,Mobile Payment-Personal,Completed,felix60@outlook.com,Felix Müller,2127859358696683227,FR,PARENT,Headphones,Payment,,,,,PayPal Balance,235.143.2.139,https://shop.example.com,0
03TDV0IQF1G5FU3HX,30.03.2023 15:24,30.03.2023 15:24,99.42,EUR,DR,Goods and Services,Completed,laura34@gmail.com,Laura Müller,2017149617277929985,AT,PARENT,Subscription,,,,,,Bank Transfer,184.108.116.102,,0
RWWNQA4P3PRNO5GTX,18.03.2024 07:52,18.03.2024 07:52,292.49,EUR,CR,Goods and Services,Completed,jonas83@gmx.de,Jonas Becker,2171503374921386501,DE,PARENT,Online Order,,,,,,PayPal Balance,48.198.20.232,https://shop.example.com,0
MGHAGMB362M9E5IML,20.02.2023 09:10,20.02.2023 09:10,204.45,EUR,CR,Goods and Services,Completed,daniel34@ebay.de,Daniel Fischer,2167431661026429619,ES,PARENT,Online Order,Invoice,,,,,Credit Card,207.144.73.178,,0
7VE3AU09IE8JJFUPM,25.08.2023 05:20,25.08.2023 05:20,103.85,EUR,DR,Goods and Services,Completed,laura25@netflix.com,Laura Fischer,2176318744948345584,ES,PARENT,Online Order,Payment,,,,,Credit Card,35.244.15.31,https://shop.example.com,0
CAG1JDHQW2VGQZDN0,25.03.2024 23:59,25.03.2024 23:59,169.93,EUR,CR,Goods and Services,Completed,mila59@gmx.de,Mila Wolf,2122080609743148447,NL,PARENT,Subscription,Invoice,,,,,Bank Transfer,82.39.171.219,https://shop.example.com,0
Q1AUF0TJ5JGZCY4ML,06.02.2023 23:57,06.02.2023 23:57,41.37,EUR,DR,Mobile Payment-Personal,Completed,lukas90@spotify.com,Lukas Hoffmann,2040229471623235687,DE,PARENT,Electronics,Order,,,,,Credit Card,164.27.77.61,,0
VEYJE8SI3WYZTDG7A,02.11.2024 08:57,02.11.2024 08:57,86.31,EUR,DR,Online Transfer,Completed,max76@outlook.com,Max Schulz,2011946384930212111,FR,PARENT,Subscription,Payment,,,,,Bank Transfer,163.98.213.148,https://shop.example.com,0
7FQTKPCSW2MSG0G1Z,18.09.2024 05:31,18.09.2024 05:31,273.67,EUR,DR,Goods and Services,Completed,lea76@web.de,Lea Fischer,2116598059039573026,AT,PARENT,Subscription,,,,,,PayPal Balance,190.131.69.102,https://shop.example.com,0
OTG5ADG0XWG5KGOVJ,09.04.2024 09:44,09.04.2024 09:44,28.52,EUR,CR,Online Transfer,Completed,paul82@netflix.com,Paul Weber,2003664095209852770,DE,PARENT,Headphones,,,,,,PayPal Balance,203.42.63.237,https://shop.example.com,0
EOJ3M48NGC4XAIC0D,31.08.2024 00:52,31.08.2024 00:52,206.23,EUR,CR,Goods and Services,Completed,daniel78@amazon.de,Daniel Weber,2106857241191141733,AT,PARENT,Electronics,Order,,,,,Credit Card,159.46.35.42,https://shop.example.com,0
87FRBOO703B95OHS7,10.07.2024 19:06,10.07.2024 19:06,13.19,EUR,CR,Mobile Payment-Personal,Completed,mila29@web.de,Mila Schmidt,2164995433641609907,NL,PARENT,Headphones,Payment,,,,,PayPal Balance,119.45.52.70,https://shop.example.com,0
EX2JZ8K7ZOJ3E0QQX,12.06.2023 03:03,12.06.2023 03:03,396.49,EUR,DR,Goods and Services,Completed,mila87@netflix.com,Mila Wolf,2104342925579311440,FR,PARENT,Online Order,Payment,,,,,Bank Transfer,229.236.193.9,https://shop.example.com,0
53R4DTAD4WUGZBGUQ,20.09.2023 05:34,20.09.2023 05:34,84.6,EUR,DR,Online Transfer,Completed,sarah38@web.de,Sarah Fischer,2077049483220794575,DE,PARENT,Headphones,Purchase,,,,,Bank Transfer,44.57.69.89,https://shop.example.com,0
MKT0N1PUKQHPZCA8V,08.01.2024 03:21,08.01.2024 03:21,178.95,EUR,CR,Goods and Services,Completed,sophie74@yahoo.com,Sophie Fischer,2180380750910311492,NL,PARENT,Headphones,Invoice,,,,,Bank Transfer,190.242.69.45,https://shop.example.com,0
2RCYBRXODHS6JHB0C,24.01.2023 07:21,24.01.2023 07:21,145.48,EUR,DR,Online Transfer,Completed,sarah78@web.de,Sarah Hoffmann,2187875823202511411,NL,PARENT,Headphones,,,,,,Bank Transfer,66.230.107.218,https://shop.example.com,0
S30U7FRZUD1LBQ4UA,08.04.2023 18:50,08.04.2023 18:50,149.47,EUR,CR,Goods and Services,Completed,paul71@yahoo.com,Paul Wolf,2118721354412583207,FR,PARENT,Subscription,Order,,,,,PayPal Balance,87.231.10.59,,0
XXAOZ5E7GGO46X1W1,24.12.2023 17:59,24.12.2023 17:59,167.72,EUR,DR,Goods and Services,Completed,mila66@web.de,Mila Hoffmann,2186497369189244909,ES,PARENT,Electronics,Payment,,,,,Bank Transfer,85.56.129.195,https://shop.example.com,0
Y5SRO0L9LAYKE3ZCX,26.08.2024 23:09,26.08.2024 23:09,23.22,EUR,DR,Goods and Services,Completed,laura74@netflix.com,Laura Müller,2022409768245966110,ES,PARENT,Online Order,,,,,,Bank Transfer,175.186.114.8,https://shop.example.com,0
G3U1SWYUTFEFZ811I,26.08.2023 04:20,26.08.2023 04:20,151.77,EUR,CR,Goods and Services,Completed,lea52@paypal.com,Lea Weber,2153884310260035357,FR,PARENT,Headphones,Payment,,,,,Bank Transfer,157.68.44.104,https://shop.example.com,0
8K9VAK1VPANGW3PAJ,08.12.2023 09:29,08.12.2023 09:29,115.22,EUR,CR,Mobile Payment-Personal,Completed,jonas69@web.de,Jonas Müller,2066869519523812968,ES,PARENT,Headphones,Invoice,,,,,Credit Card,191.199.72.169,,0
NNXXYMXU16BN45U0F,12.06.2023 14:18,12.06.2023 14:18,85.0,EUR,CR,Goods and Services,Completed,max60@paypal.com,Max Weber,2000424477324017974,AT,PARENT,,Order,,,,,Bank Transfer,199.12.30.122,https://shop.example.com,0
STS68CFFF8TX134L8,11.10.2024 22:08,11.10.2024 22:08,68.02,EUR,CR,Mobile Payment-Personal,Completed,laura6@ebay.de,Laura Weber,2042457823860759596,ES,PARENT,Online Order,Order,,,,,Credit Card,169.149.248.87,,0
YZ5ND2OEUT4IEC1G7,02.09.2024 03:18,02.09.2024 03:18,154.6,EUR,CR,Goods and Services,Completed,jonas10@paypal.com,Jonas Becker,2076254979171716443,NL,PARENT,Electronics,,,,,,Bank Transfer,56.84.206.153,https://shop.example.com,0
A037FF5HVV7FINATJ,06.12.2024 16:21,06.12.2024 16:21,55.66,EUR,DR,Mobile Payment-Personal,Completed,paul67@gmail.com,Paul Weber,2016947591787282261,AT,PARENT,Headphones,Invoice,,,,,Credit Card,97.167.195.115,https://shop.example.com,0
ZPSCTPN7Y853J5SFM,25.03.2024 01:13,25.03.2024 01:13,270.37,EUR,DR,Goods and Services,Completed,daniel98@spotify.com,Daniel Fischer,2143657761165673263,AT,PARENT,Subscription,Invoice,,,,,Credit Card,95.71.241.183,https://shop.example.com,0
18OVEUUR656EBJVNF,25.02.2023 23:35,25.02.2023 23:35,188.34,EUR,DR,Goods and Services,Completed,jonas55@netflix.com,Jonas Fischer,2178668996962093648,AT,PARENT,Electronics,,,,,,PayPal Balance,99.107.102.19,,0
ILTR9UQRVN2AEJGS5,13.08.2023 17:52,13.08.2023 17:52,161.56,EUR,DR,Goods and Services,Completed,laura49@outlook.com,Laura Wolf,2175246579466021510,AT,PARENT,,,,,,,PayPal Balance,84.52.155.136,,0
KXXQO4078KXIBK7CK,15.01.2023 08:03,15.01.2023 08:03,262.75,EUR,CR,Goods and Services,Completed,laura52@yahoo.com,Laura Schmidt,2148895831150398796,ES,PARENT,Headphones,Purchase,,,,,Bank Transfer,83.39.231.163,,0
F27E6L8XCGMIURPV2,25.09.2024 04:37,25.09.2024 04:37,19.26,EUR,DR,Online Transfer,Completed,mila70@web.de,Mila Weber,2115487794898746165,AT,PARENT,Electronics,Purchase,,,,,Credit Card,241.251.212.199,https://shop.example.com,0
WAWO7PLR1X08K4L2L,05.05.2023 01:05,05.05.2023 01:05,40.03,EUR,DR,Goods and Services,Completed,max1@spotify.com,Max Klein,2091653705150130186,AT,PARENT,Subscription,Invoice,,,,,PayPal Balance,169.50.124.170,,0
R8CP11GBZ30V0VSGQ,23.12.2024 03:50,23.12.2024 03:50,194.26,EUR,CR,Goods and Services,Completed,lukas63@gmx.de,Lukas Schmidt,2089498099001454871,NL,PARENT,Online Order,Order,,,,,Bank Transfer,74.141.156.1,,0
75YQL1V2W9Y49DZ8F,07.07.2023 09:22,07.07.2023 09:22,71.55,EUR,DR,Online Transfer,Completed,mila54@web.de,Mila Wolf,2077241284893721102,NL,PARENT,Subscription,Order,,,,,Bank Transfer,50.249.66.10,,0
L4JZWYIX7BRRBAI3A,16.05.2024 10:37,16.05.2024 10:37,79.62,EUR,DR,Goods and Services,Completed,anna1@gmx.de,Anna Schulz,2033789149006750555,ES,PARENT,Headphones,Order,,,,,Bank Transfer,253.5.255.195,https://shop.example.com,0
OF70IN3TYK80XTAOF,05.02.2023 03:31,05.02.2023 03:31,34.43,EUR,DR,Online Transfer,Completed,sarah70@gmail.com,Sarah Schulz,2110143357845196115,NL,PARENT,,Payment,,,,,Credit Card,112.182.154.53,,0
9K4SSB1PBZVR8VBYE,19.10.2023 09:33,19.10.2023 09:33,55.81,EUR,CR,Goods and Services,Completed,sarah17@yahoo.com,Sarah Fischer,2181354979869093676,NL,PARENT,Online Order,,,,,,PayPal Balance,21.24.52.175,,0
M2IXEXB92YFAI6YR8,06.02.2024 11:36,06.02.2024 11:36,274.44,EUR,DR,Goods and Services,Completed,jonas43@paypal.com,Jonas Wolf,2080276747157708137,NL,PARENT,,Order,,,,,Bank Transfer,186.179.246.203,https://shop.example.com,0
03U0UP229EOIZU7N9,08.10.2024 07:41,08.10.2024 07:41,191.05,EUR,CR,Online Transfer,Completed,felix11@netflix.com,Felix Weber,2110786335270312701,DE,PARENT,Subscription,Payment,,,,,Credit Card,137.78.5.34,https://shop.example.com,0
IOI3NETXXP4WVAHBE,07.08.2024 09:55,07.08.2024 09:55,153.35,EUR,CR,Goods and Services,Completed,felix67@gmx.de,Felix Becker,2068384846130692323,IT,PARENT,Headphones,Payment,,,,,PayPal Balance,37.94.35.6,,0
IEXGOBZPE8M3RKL39,24.06.2024 08:20,24.06.2024 08:20,82.28,EUR,CR,Goods and Services,Completed,sophie97@outlook.com,Sophie Weber,2091952050245036227,NL,PARENT,,Purchase,,,,,Credit Card,143.247.155.73,,0
VMMH541OO5VYFRRLO,24.01.2023 17:22,24.01.2023 17:22,146.34,EUR,CR,Online Transfer,Completed,sophie72@paypal.com,Sophie Fischer,2117710059043433623,DE,PARENT,Headphones,,,,,,Bank Transfer,216.36.80.139,https://shop.example.com,0
EM9NNC8YCI08P3LBS,05.09.2024 23:57,05.09.2024 23:57,290.74,EUR,CR,Mobile Payment-Personal,Completed,mila97@yahoo.com,Mila Müller,2037166887646817979,AT,PARENT,Electronics,Order,,,,,Bank Transfer,78.20.54.63,https://shop.example.com,0
D3Y9QB0E7CXSUO874,30.06.2024 16:20,30.06.2024 16:20,73.1,EUR,DR,Mobile Payment-Personal,Completed,daniel91@amazon.de,Daniel Becker,2061914215218881769,FR,PARENT,Subscription,Invoice,,,,,Bank Transfer,100.227.32.142,https://shop.example.com,0
YBGI0RR0TIAXUFVPI,30.07.2024 16:47,30.07.2024 16:47,129.75,EUR,CR,Goods and Services,Completed,sophie59@web.de,Sophie Becker,2198937534238468973,IT,PARENT,Headphones,Purchase,,,,,Credit Card,179.123.55.202,,0
76QWVGFRI7FZ5XBIG,14.07.2023 05:40,14.07.2023 05:40,412.58,EUR,CR,Goods and Services,Completed,lea24@gmail.com,Lea Wolf,2198515743142790577,DE,PARENT,Online Order,Payment,,,,,PayPal Balance,109.158.49.59,,0
VFV2R35LJM6C7LUVC,08.03.2024 10:11,08.03.2024 10:11,220.6,EUR,CR,Goods and Services,Completed,jonas28@yahoo.com,Jonas Schulz,2008489669114412779,DE,PARENT,Headphones,,,,,,Credit Card,214.101.202.73,,0
QH7O0ZBO70B2AUBNB,08.08.2023 06:01,08.08.2023 06:01,83.27,EUR,DR,Mobile Payment-Personal,Completed,lea81@gmx.de,Lea Weber,2179828352971053821,ES,PARENT,Electronics,Payment,,,,,Bank Transfer,35.162.74.22,,0
AXP2NGQEUA73ABZGS,20.03.2023 03:03,20.03.2023 03:03,208.42,EUR,DR,Goods and Services,Completed,max94@ebay.de,Max Becker,2116312485843126502,NL,PARENT,Electronics,Purchase,,,,,Bank Transfer,187.19.73.147,https://shop.example.com,0
04Z4VCVZPVWLL5V2H,13.11.2023 21:17,13.11.2023 21:17,28.03,EUR,DR,Mobile Payment-Personal,Completed,sophie14@netflix.com,Sophie Becker,2085488800460943085,AT,PARENT,,Payment,,,,,PayPal Balance,34.191.57.250,https://shop.example.com,0
WUMJACYPZ7F638ZKR,19.04.2023 16:30,19.04.2023 16:30,125.79,EUR,CR,Online Transfer,Completed,lukas92@yahoo.com,Lukas Schmidt,2183595527883743448,AT,PARENT,Headphones,Purchase,,,,,Bank Transfer,102.184.119.192,https://shop.example.com,0
QXXCX9KNBZ9H0UNL0,25.07.2023 20:19,25.07.2023 20:19,208.26,EUR,DR,Mobile Payment-Personal,Completed,mila68@gmx.de,Mila Schmidt,2007062053197170202,IT,PARENT,Online Order,Invoice,,,,,Bank Transfer,132.110.176.114,,0
H2BTUFDOAPMLQS8LX,06.01.2023 09:34,06.01.2023 09:34,176.58,EUR,DR,Mobile Payment-Personal,Completed,laura31@web.de,Laura Wolf,2094475653965783806,NL,PARENT,Electronics,Invoice,,,,,Bank Transfer,91.26.254.248,https://shop.example.com,0
2OTEYMOMLF65J1VRK,16.07.2024 18:10,16.07.2024 18:10,206.86,EUR,CR,Goods and Services,Completed,mila7@gmail.com,Mila Wolf,2058140821245644485,AT,PARENT,Subscription,,,,,,Credit Card,105.234.137.110,https://shop.example.com,0
G5K7FHXCBY0T0I91K,03.04.2023 12:17,03.04.2023 12:17,239.34,EUR,CR,Goods and Services,Completed,lea94@amazon.de,Lea Klein,2077567063034191864,IT,PARENT,Online Order,Payment,,,,,Credit Card,4.150.198.111,,0
TDNVSK6QM11R99ALX,16.07.2023 12:07,16.07.2023 12:07,186.6,EUR,CR,Online Transfer,Completed,laura63@web.de,Laura Becker,2072407730823008422,IT,PARENT,Subscription,Invoice,,,,,PayPal Balance,228.87.150.213,,0
F5428MT9FSV5Q4FIU,03.09.2023 12:30,03.09.2023 12:30,182.81,EUR,DR,Online Transfer,Completed,felix1@gmx.de,Felix Müller,2132538798075323798,FR,PARENT,Subscription,Purchase,,,,,Bank Transfer,137.112.118.93,,0
HS1EV2SOS7DPI1G6B,25.01.2024 06:58,25.01.2024 06:58,155.95,EUR,DR,Mobile Payment-Personal,Completed,anna95@gmx.de,Anna Hoffmann,2158133616541070152,FR,PARENT,,Invoice,,,,,Credit Card,160.194.72.43,https://shop.example.com,0
O4H86DD372DTF2533,07.10.2024 19:47,07.10.2024 19:47,49.95,EUR,DR,Goods and Services,Completed,mila13@netflix.com,Mila Hoffmann,2179526465066424094,ES,PARENT,Headphones,Payment,,,,,Credit Card,215.6.239.108,,0
8AFGQ3CZ29LJ2TWC5,20.11.2024 23:00,20.11.2024 23:00,274.36,EUR,DR,Goods and Services,Completed,lea29@spotify.com,Lea Weber,2134319809966303115,FR,PARENT,,,,,,,Credit Card,83.181.67.19,,0
WBQHSMCRCUN91WG3H,23.04.2023 17:06,23.04.2023 17:06,129.29,EUR,DR,Mobile Payment-Personal,Completed,mila26@gmail.com,Mila Wolf,2147495102068895069,FR,PARENT,,,,,,,Bank Transfer,53.135.6.221,https://shop.example.com,0
72VWMD5TFU2SNX1SE,04.08.2024 07:14,04.08.2024 07:14,216.83,EUR,CR,Online Transfer,Completed,max31@spotify.com,Max Becker,2002029958260807630,FR,PARENT,Online Order,Order,,,,,Bank Transfer,184.195.218.248,https://shop.example.com,0
FT6I6S7PK67ILPLSO,01.12.2024 13:50,01.12.2024 13:50,255.61,EUR,CR,Online Transfer,Completed,anna29@spotify.com,Anna Müller,2097513874611631595,NL,PARENT,,,,,,,Credit Card,115.4.205.125,https://shop.example.com,0
P6MXSWY0SZKBNSH8L,15.04.2024 06:20,15.04.2024 06:20,86.82,EUR,DR,Goods and Services,Completed,sarah13@netflix.com,Sarah Schmidt,2139329777982275357,DE,PARENT,Headphones,Purchase,,,,,Credit Card,236.180.27.193,https://shop.example.com,0
V0UP5WT5FWK2JPKOR,08.10.2024 13:51,08.10.2024 13:51,93.3,EUR,DR,Goods and Services,Completed,lea52@netflix.com,Lea Klein,2121995938019128088,IT,PARENT,Electronics,,,,,,Bank Transfer,245.77.209.6,https://shop.example.com,0
M8NZF6YXIS81HBUDU,27.12.2024 03:39,27.12.2024 03:39,103.88,EUR,DR,Goods and Services,Completed,lea28@outlook.com,Lea Weber,2047176804007217737,AT,PARENT,Online Order,Order,,,,,PayPal Balance,45.77.24.97,,0
2AQHKNQJGE0UTX7R0,06.01.2024 08:03,06.01.2024 08:03,309.62,EUR,CR,Goods and Services,Completed,sarah81@outlook.com,Sarah Klein,2018343562332130338,FR,PARENT,,Payment,,,,,PayPal Balance,87.4.243.42,,0
I14YN6ZJUY3K0E34T,15.04.2023 13:46,15.04.2023 13:46,60.64,EUR,DR,Online Transfer,Completed,anna73@yahoo.com,Anna Schulz,2183580245253200509,AT,PARENT,Subscription,Order,,,,,PayPal Balance,198.240.8.208,https://shop.example.com,0
UGNQVNOPCFLOIG8B2,13.07.2024 22:13,13.07.2024 22:13,345.56,EUR,CR,Online Transfer,Completed,paul74@amazon.de,Paul Klein,2196010883350409970,IT,PARENT,Online Order,Order,,,,,PayPal Balance,69.158.151.140,https://shop.example.com,0
D5WLWJOJAFI4CKOM5,05.09.2024 02:10,05.09.2024 02:10,154.68,EUR,CR,Goods and Services,Completed,lea29@gmx.de,Lea Becker,2031717925684752510,ES,PARENT,,Order,,,,,Bank Transfer,64.126.193.33,https://shop.example.com,0
RP4JDVA787TAG2M09,02.05.2024 16:02,02.05.2024 16:02,162.86,EUR,DR,Goods and Services,Completed,anna79@yahoo.com,Anna Klein,2083168415787548431,IT,PARENT,Online Order,Invoice,,,,,Bank Transfer,225.141.103.124,https://shop.example.com,0
JNN0DYK3FDJ2QSVLC,13.11.2024 18:30,13.11.2024 18:30,247.94,EUR,CR,Online Transfer,Completed,felix39@gmail.com,Felix Schulz,2004024849456269825,ES,PARENT,Online Order,Order,,,,,Bank Transfer,74.63.113.127,,0
0T8DHDDCIROW8A2CQ,28.06.2024 15:24,28.06.2024 15:24,142.01,EUR,CR,Goods and Services,Completed,lukas90@amazon.de,Lukas Schmidt,2193514414202800030,FR,PARENT,Headphones,Order,,,,,Credit Card,135.82.109.78,https://shop.example.com,0
XI3C7G0ABGB8PMX76,04.01.2023 08:22,04.01.2023 08:22,276.43,EUR,CR,Goods and Services,Completed,mila84@gmx.de,Mila Müller,2094090190756194412,AT,PARENT,Electronics,,,,,,PayPal Balance,74.190.25.25,https://shop.example.com,0
0UA9O6H0FEEB9I9EX,31.05.2023 03:29,31.05.2023 03:29,86.73,EUR,CR,Goods and Services,Completed,jonas5@outlook.com,Jonas Müller,2108887880798575813,AT,PARENT,Subscription,Purchase,,,,,Credit Card,8.25.246.170,,0
GXNS8EHIVM4YLHGO1,22.03.2024 17:35,22.03.2024 17:35,338.28,EUR,DR,Goods and Services,Completed,max33@yahoo.com,Max Schmidt,2127604902615739173,FR,PARENT,,Order,,,,,PayPal Balance,45.68.150.132,https://shop.example.com,0
W5IXTWGQIO1MGN8NL,03.06.2024 08:23,03.06.2024 08:23,92.41,EUR,CR,Goods and Services,Completed,lea94@gmail.com,Lea Hoffmann,2140634887030545164,FR,PARENT,Electronics,Payment,,,,,PayPal Balance,95.202.64.224,,0
I4ZF5187OZYMUZZO1,19.11.2024 11:11,19.11.2024 11:11,346.81,EUR,DR,Online Transfer,Completed,max35@paypal.com,Max Wolf,2072011954632841160,AT,PARENT,Subscription,Invoice,,,,,Bank Transfer,52.225.234.182,,0
X5ZPHW7LHXOL0IUOD,31.05.2023 09:07,31.05.2023 09:07,94.47,EUR,CR,Goods and Services,Completed,lukas39@spotify.com,Lukas Becker,2162996226357785801,FR,PARENT,Headphones,Invoice,,,,,Credit Card,164.61.158.156,,0
XZDIRHECY117JW386,29.12.2024 07:31,29.12.2024 07:31,106.3,EUR,CR,Goods and Services,Completed,felix29@gmail.com,Felix Schmidt,2111429138934593896,IT,PARENT,Electronics,,,,,,Bank Transfer,147.54.31.34,,0
GX409WNZMO7GDE74V,09.03.2024 18:37,09.03.2024 18:37,54.19,EUR,DR,Online Transfer,Completed,daniel99@web.de,Daniel Wolf,2062036271448962691,FR,PARENT,Electronics,Payment,,,,,Credit Card,68.130.217.171,https://shop.example.com,0
DO9AYTHHDDOG2UE1I,12.07.2024 04:10,12.07.2024 04:10,68.72,EUR,DR,Online Transfer,Completed,paul90@gmx.de,Paul Schmidt,2168643934128165664,DE,PARENT,,Payment,,,,,PayPal Balance,50.58.60.70,,0
2K3TYDCCPVB96DO9U,26.10.2023 17:24,26.10.2023 17:24,129.78,EUR,CR,Mobile Payment-Personal,Completed,lea62@yahoo.com,Lea Becker,2007181343251985101,DE,PARENT,Subscription,,,,,,Bank Transfer,168.231.237.42,,0
0CWBKE4HS0LT59HHP,23.06.2023 09:47,23.06.2023 09:47,159.02,EUR,DR,Goods and Services,Completed,max54@yahoo.com,Max Weber,2027718643774803460,FR,PARENT,,Order,,,,,Credit Card,26.53.236.140,https://shop.example.com,0
52DY739KQ5F7UXKE4,06.05.2023 20:15,06.05.2023 20:15,263.02,EUR,DR,Online Transfer,Completed,anna90@paypal.com,Anna Klein,2182161863170108073,NL,PARENT,Headphones,Invoice,,,,,Bank Transfer,35.233.125.240,,0
GCT8BWK8XN29GXEKB,20.06.2024 16:05,20.06.2024 16:05,112.43,EUR,CR,Goods and Services,Completed,laura66@outlook.com,Laura Fischer,2062775131770214128,NL,PARENT,Subscription,Payment,,,,,PayPal Balance,106.153.170.111,,0
1RLCFNR37QTZJS6PV,16.05.2024 13:26,16.05.2024 13:26,176.86,EUR,CR,Goods and Services,Completed,jonas33@web.de,Jonas Wolf,2016819486987217160,DE,PARENT,Subscription,Invoice,,,,,Bank Transfer,28.152.254.161,,0
